"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44365","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4704211666@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44366","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4049891150@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44367","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4704211930@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44368","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4049895064@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44369","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4704211635@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44370","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4704211936@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44371","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4704211799@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44372","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4704211788@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44373","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4704211928@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44375","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4704211636@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11126A","44376","2016-11-27 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4704211436@vzw3g.com","SO-11126A"
"771","Retail Data Systems - St Louis","2273","771","Retail Data Systems - St Louis","SO-11630","45459","2017-07-05 18:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4704213387@vzw3g.com","SO-11630"
"786","Retail Data Systems - Sioux Falls","2303","786","Retail Data Systems - Sioux Falls","SO-11376","44826","2017-04-03 18:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4049893417@vzw3g.com","SO-11376"
"786","Retail Data Systems - Sioux Falls","2303","786","Retail Data Systems - Sioux Falls","SO-11961","46280","2017-12-21 17:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4705539743@vzw3g.com","SO-11961"
"787","Retail Data Systems - KC","2304","787","Retail Data Systems - KC","SO-11498","45113","2017-05-21 18:00:00",,"MRC-CYS1-M-0-N-0-3","CYS1-M-0-N-0-3","ContournuitY Smart 1 Monthly Verizon","VERIZON","4043548199@vzw3g.com","SO-11498"
